"-------------------------------------------------------------------------------------------"
" Monthly average CO2 concentrations (ppm) derived from flask air samples                   "
" New Zealand 175E 41S                                                                      "
"                                                                                           "
" Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and            "
" and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                    "
"                                                                                           "
" Flask data in this file through 06-Jun-2018 last updated 29-Oct-2018                      "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly CO2 concentrations in micro-mol CO2 per mole (ppm)  "
" reported on the 2008A SIO manometric mole fraction scale.  This is the standard           "
" version of the data most often sought.  The monthly values have been adjusted             "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '08A' calibration scale                            "
1996, 03,   35139, 1996.2049,   360.38,   360.68,     359.12,   359.42,     360.38,   360.68
1996, 04,   35170, 1996.2896,   358.69,   358.95,     359.27,   359.53,     358.69,   358.95
1996, 05,   35200, 1996.3716,   359.77,   359.88,     359.52,   359.63,     359.77,   359.88
1996, 06,   35231, 1996.4563,   -99.99,   -99.99,     359.94,   359.71,     359.94,   359.71
1996, 07,   35261, 1996.5383,   359.97,   359.49,     360.26,   359.78,     359.97,   359.49
1996, 08,   35292, 1996.6230,   360.45,   359.82,     360.48,   359.85,     360.45,   359.82
1996, 09,   35323, 1996.7077,   -99.99,   -99.99,     360.36,   359.92,     360.36,   359.92
1996, 10,   35353, 1996.7896,   359.27,   359.26,     360.00,   360.00,     359.27,   359.26
1996, 11,   35384, 1996.8743,   359.80,   359.92,     359.96,   360.08,     359.80,   359.92
1996, 12,   35414, 1996.9563,   360.69,   360.83,     360.03,   360.17,     360.69,   360.83
1997, 01,   35445, 1997.0411,   -99.99,   -99.99,     359.85,   360.27,     359.85,   360.27
1997, 02,   35476, 1997.1260,   -99.99,   -99.99,     359.92,   360.38,     359.92,   360.38
1997, 03,   35504, 1997.2027,   360.23,   360.53,     360.20,   360.50,     360.23,   360.53
1997, 04,   35535, 1997.2877,   360.01,   360.27,     360.37,   360.63,     360.01,   360.27
1997, 05,   35565, 1997.3699,   360.35,   360.47,     360.67,   360.78,     360.35,   360.47
1997, 06,   35596, 1997.4548,   -99.99,   -99.99,     361.19,   360.96,     361.19,   360.96
1997, 07,   35626, 1997.5370,   -99.99,   -99.99,     361.62,   361.14,     361.62,   361.14
1997, 08,   35657, 1997.6219,   361.75,   361.12,     361.98,   361.35,     361.75,   361.12
1997, 09,   35688, 1997.7068,   -99.99,   -99.99,     362.01,   361.57,     362.01,   361.57
1997, 10,   35718, 1997.7890,   -99.99,   -99.99,     361.80,   361.79,     361.80,   361.79
1997, 11,   35749, 1997.8740,   -99.99,   -99.99,     361.91,   362.03,     361.91,   362.03
1997, 12,   35779, 1997.9562,   -99.99,   -99.99,     362.12,   362.26,     362.12,   362.26
1998, 01,   35810, 1998.0411,   362.29,   362.70,     362.07,   362.49,     362.29,   362.70
1998, 02,   35841, 1998.1260,   362.50,   362.97,     362.26,   362.72,     362.50,   362.97
1998, 03,   35869, 1998.2027,   362.78,   363.08,     362.62,   362.92,     362.78,   363.08
1998, 04,   35900, 1998.2877,   363.00,   363.27,     362.88,   363.14,     363.00,   363.27
1998, 05,   35930, 1998.3699,   363.02,   363.13,     363.23,   363.34,     363.02,   363.13
1998, 06,   35961, 1998.4548,   -99.99,   -99.99,     363.77,   363.54,     363.77,   363.54
1998, 07,   35991, 1998.5370,   364.09,   363.62,     364.21,   363.73,     364.09,   363.62
1998, 08,   36022, 1998.6219,   364.54,   363.91,     364.56,   363.93,     364.54,   363.91
1998, 09,   36053, 1998.7068,   364.86,   364.41,     364.55,   364.11,     364.86,   364.41
1998, 10,   36083, 1998.7890,   -99.99,   -99.99,     364.28,   364.27,     364.28,   364.27
1998, 11,   36114, 1998.8740,   -99.99,   -99.99,     364.31,   364.43,     364.31,   364.43
1998, 12,   36144, 1998.9562,   364.36,   364.49,     364.43,   364.57,     364.36,   364.49
1999, 01,   36175, 1999.0411,   364.96,   365.38,     364.29,   364.71,     364.96,   365.38
1999, 02,   36206, 1999.1260,   365.39,   365.85,     364.37,   364.83,     365.39,   365.85
1999, 03,   36234, 1999.2027,   -99.99,   -99.99,     364.64,   364.94,     364.64,   364.94
1999, 04,   36265, 1999.2877,   363.89,   364.15,     364.79,   365.06,     363.89,   364.15
1999, 05,   36295, 1999.3699,   365.05,   365.17,     365.07,   365.18,     365.05,   365.17
1999, 06,   36326, 1999.4548,   365.35,   365.12,     365.54,   365.31,     365.35,   365.12
1999, 07,   36356, 1999.5370,   366.20,   365.72,     365.92,   365.44,     366.20,   365.72
1999, 08,   36387, 1999.6219,   -99.99,   -99.99,     366.21,   365.58,     366.21,   365.58
1999, 09,   36418, 1999.7068,   -99.99,   -99.99,     366.15,   365.71,     366.15,   365.71
1999, 10,   36448, 1999.7890,   366.54,   366.53,     365.83,   365.83,     366.54,   366.53
1999, 11,   36479, 1999.8740,   366.05,   366.17,     365.82,   365.94,     366.05,   366.17
1999, 12,   36509, 1999.9562,   365.85,   365.99,     365.89,   366.04,     365.85,   365.99
2000, 01,   36540, 2000.0410,   365.63,   366.04,     365.71,   366.13,     365.63,   366.04
2000, 02,   36571, 2000.1257,   -99.99,   -99.99,     365.75,   366.21,     365.75,   366.21
2000, 03,   36600, 2000.2049,   366.16,   366.45,     365.99,   366.29,     366.16,   366.45
2000, 04,   36631, 2000.2896,   -99.99,   -99.99,     366.10,   366.37,     366.10,   366.37
2000, 05,   36661, 2000.3716,   366.11,   366.22,     366.34,   366.45,     366.11,   366.22
2000, 06,   36692, 2000.4563,   -99.99,   -99.99,     366.77,   366.53,     366.77,   366.53
2000, 07,   36722, 2000.5383,   367.62,   367.14,     367.10,   366.62,     367.62,   367.14
2000, 08,   36753, 2000.6230,   366.25,   365.62,     367.35,   366.72,     366.25,   365.62
2000, 09,   36784, 2000.7077,   -99.99,   -99.99,     367.27,   366.83,     367.27,   366.83
2000, 10,   36814, 2000.7896,   366.97,   366.97,     366.95,   366.95,     366.97,   366.97
2000, 11,   36845, 2000.8743,   367.36,   367.48,     366.96,   367.08,     367.36,   367.48
2000, 12,   36875, 2000.9563,   -99.99,   -99.99,     367.07,   367.21,     367.07,   367.21
2001, 01,   36906, 2001.0411,   -99.99,   -99.99,     366.93,   367.34,     366.93,   367.34
2001, 02,   36937, 2001.1260,   -99.99,   -99.99,     367.03,   367.49,     367.03,   367.49
2001, 03,   36965, 2001.2027,   367.07,   367.37,     367.32,   367.62,     367.07,   367.37
2001, 04,   36996, 2001.2877,   367.22,   367.49,     367.52,   367.78,     367.22,   367.49
2001, 05,   37026, 2001.3699,   368.16,   368.28,     367.82,   367.93,     368.16,   368.28
2001, 06,   37057, 2001.4548,   -99.99,   -99.99,     368.33,   368.10,     368.33,   368.10
2001, 07,   37087, 2001.5370,   -99.99,   -99.99,     368.74,   368.26,     368.74,   368.26
2001, 08,   37118, 2001.6219,   -99.99,   -99.99,     369.06,   368.43,     369.06,   368.43
2001, 09,   37149, 2001.7068,   368.58,   368.13,     369.06,   368.61,     368.58,   368.13
2001, 10,   37179, 2001.7890,   368.99,   368.98,     368.80,   368.79,     368.99,   368.98
2001, 11,   37210, 2001.8740,   -99.99,   -99.99,     368.87,   368.99,     368.87,   368.99
2001, 12,   37240, 2001.9562,   -99.99,   -99.99,     369.04,   369.19,     369.04,   369.19
2002, 01,   37271, 2002.0411,   -99.99,   -99.99,     368.97,   369.39,     368.97,   369.39
2002, 02,   37302, 2002.1260,   -99.99,   -99.99,     369.14,   369.61,     369.14,   369.61
2002, 03,   37330, 2002.2027,   -99.99,   -99.99,     369.50,   369.80,     369.50,   369.80
2002, 04,   37361, 2002.2877,   -99.99,   -99.99,     369.76,   370.02,     369.76,   370.02
2002, 05,   37391, 2002.3699,   369.92,   370.04,     370.13,   370.24,     369.92,   370.04
2002, 06,   37422, 2002.4548,   -99.99,   -99.99,     370.70,   370.47,     370.70,   370.47
2002, 07,   37452, 2002.5370,   371.15,   370.68,     371.17,   370.69,     371.15,   370.68
2002, 08,   37483, 2002.6219,   -99.99,   -99.99,     371.56,   370.92,     371.56,   370.92
2002, 09,   37514, 2002.7068,   -99.99,   -99.99,     371.60,   371.15,     371.60,   371.15
2002, 10,   37544, 2002.7890,   371.59,   371.58,     371.37,   371.37,     371.59,   371.58
2002, 11,   37575, 2002.8740,   371.69,   371.81,     371.47,   371.59,     371.69,   371.81
2002, 12,   37605, 2002.9562,   -99.99,   -99.99,     371.65,   371.79,     371.65,   371.79
2003, 01,   37636, 2003.0411,   371.55,   371.96,     371.57,   371.99,     371.55,   371.96
2003, 02,   37667, 2003.1260,   -99.99,   -99.99,     371.72,   372.19,     371.72,   372.19
2003, 03,   37695, 2003.2027,   -99.99,   -99.99,     372.05,   372.35,     372.05,   372.35
2003, 04,   37726, 2003.2877,   372.26,   372.52,     372.27,   372.53,     372.26,   372.52
2003, 05,   37756, 2003.3699,   372.73,   372.85,     372.59,   372.70,     372.73,   372.85
2003, 06,   37787, 2003.4548,   373.28,   373.06,     373.10,   372.87,     373.28,   373.06
2003, 07,   37817, 2003.5370,   -99.99,   -99.99,     373.50,   373.02,     373.50,   373.02
2003, 08,   37848, 2003.6219,   373.40,   372.77,     373.81,   373.18,     373.40,   372.77
2003, 09,   37879, 2003.7068,   -99.99,   -99.99,     373.78,   373.34,     373.78,   373.34
2003, 10,   37909, 2003.7890,   373.39,   373.38,     373.49,   373.49,     373.39,   373.38
2003, 11,   37940, 2003.8740,   -99.99,   -99.99,     373.52,   373.64,     373.52,   373.64
2003, 12,   37970, 2003.9562,   -99.99,   -99.99,     373.65,   373.79,     373.65,   373.79
2004, 01,   38001, 2004.0410,   -99.99,   -99.99,     373.52,   373.94,     373.52,   373.94
2004, 02,   38032, 2004.1257,   -99.99,   -99.99,     373.62,   374.08,     373.62,   374.08
2004, 03,   38061, 2004.2049,   373.85,   374.15,     373.91,   374.21,     373.85,   374.15
2004, 04,   38092, 2004.2896,   374.37,   374.64,     374.08,   374.34,     374.37,   374.64
2004, 05,   38122, 2004.3716,   -99.99,   -99.99,     374.35,   374.45,     374.35,   374.45
2004, 06,   38153, 2004.4563,   374.99,   374.75,     374.80,   374.56,     374.99,   374.75
2004, 07,   38183, 2004.5383,   375.06,   374.59,     375.14,   374.66,     375.06,   374.59
2004, 08,   38214, 2004.6230,   374.98,   374.35,     375.40,   374.76,     374.98,   374.35
2004, 09,   38245, 2004.7077,   -99.99,   -99.99,     375.31,   374.87,     375.31,   374.87
2004, 10,   38275, 2004.7896,   -99.99,   -99.99,     374.98,   374.98,     374.98,   374.98
2004, 11,   38306, 2004.8743,   -99.99,   -99.99,     374.99,   375.11,     374.99,   375.11
2004, 12,   38336, 2004.9563,   374.75,   374.88,     375.10,   375.24,     374.75,   374.88
2005, 01,   38367, 2005.0411,   -99.99,   -99.99,     374.98,   375.39,     374.98,   375.39
2005, 02,   38398, 2005.1260,   375.46,   375.93,     375.10,   375.56,     375.46,   375.93
2005, 03,   38426, 2005.2027,   375.35,   375.66,     375.42,   375.72,     375.35,   375.66
2005, 04,   38457, 2005.2877,   374.41,   374.67,     375.66,   375.92,     374.41,   374.67
2005, 05,   38487, 2005.3699,   375.92,   376.04,     376.01,   376.13,     375.92,   376.04
2005, 06,   38518, 2005.4548,   376.81,   376.58,     376.58,   376.35,     376.81,   376.58
2005, 07,   38548, 2005.5370,   -99.99,   -99.99,     377.05,   376.57,     377.05,   376.57
2005, 08,   38579, 2005.6219,   378.43,   377.80,     377.43,   376.80,     378.43,   377.80
2005, 09,   38610, 2005.7068,   377.42,   376.97,     377.46,   377.02,     377.42,   376.97
2005, 10,   38640, 2005.7890,   377.56,   377.55,     377.22,   377.21,     377.56,   377.55
2005, 11,   38671, 2005.8740,   -99.99,   -99.99,     377.29,   377.41,     377.29,   377.41
2005, 12,   38701, 2005.9562,   -99.99,   -99.99,     377.44,   377.58,     377.44,   377.58
2006, 01,   38732, 2006.0411,   377.18,   377.60,     377.34,   377.75,     377.18,   377.60
2006, 02,   38763, 2006.1260,   -99.99,   -99.99,     377.46,   377.92,     377.46,   377.92
2006, 03,   38791, 2006.2027,   377.76,   378.06,     377.77,   378.07,     377.76,   378.06
2006, 04,   38822, 2006.2877,   378.02,   378.28,     377.96,   378.22,     378.02,   378.28
2006, 05,   38852, 2006.3699,   378.32,   378.44,     378.26,   378.37,     378.32,   378.44
2006, 06,   38883, 2006.4548,   378.84,   378.62,     378.74,   378.51,     378.84,   378.62
2006, 07,   38913, 2006.5370,   379.10,   378.62,     379.13,   378.66,     379.10,   378.62
2006, 08,   38944, 2006.6219,   379.38,   378.75,     379.43,   378.80,     379.38,   378.75
2006, 09,   38975, 2006.7068,   -99.99,   -99.99,     379.39,   378.95,     379.39,   378.95
2006, 10,   39005, 2006.7890,   378.91,   378.90,     379.10,   379.10,     378.91,   378.90
2006, 11,   39036, 2006.8740,   -99.99,   -99.99,     379.13,   379.25,     379.13,   379.25
2006, 12,   39066, 2006.9562,   379.02,   379.16,     379.27,   379.41,     379.02,   379.16
2007, 01,   39097, 2007.0411,   -99.99,   -99.99,     379.16,   379.58,     379.16,   379.58
2007, 02,   39128, 2007.1260,   -99.99,   -99.99,     379.29,   379.75,     379.29,   379.75
2007, 03,   39156, 2007.2027,   -99.99,   -99.99,     379.60,   379.90,     379.60,   379.90
2007, 04,   39187, 2007.2877,   380.23,   380.49,     379.80,   380.06,     380.23,   380.49
2007, 05,   39217, 2007.3699,   -99.99,   -99.99,     380.11,   380.22,     380.11,   380.22
2007, 06,   39248, 2007.4548,   380.65,   380.42,     380.60,   380.37,     380.65,   380.42
2007, 07,   39278, 2007.5370,   380.90,   380.43,     381.00,   380.52,     380.90,   380.43
2007, 08,   39309, 2007.6219,   380.80,   380.17,     381.31,   380.68,     380.80,   380.17
2007, 09,   39340, 2007.7068,   381.12,   380.68,     381.29,   380.85,     381.12,   380.68
2007, 10,   39370, 2007.7890,   381.24,   381.23,     381.01,   381.01,     381.24,   381.23
2007, 11,   39401, 2007.8740,   381.05,   381.17,     381.06,   381.18,     381.05,   381.17
2007, 12,   39431, 2007.9562,   -99.99,   -99.99,     381.20,   381.34,     381.20,   381.34
2008, 01,   39462, 2008.0410,   381.51,   381.92,     381.09,   381.51,     381.51,   381.92
2008, 02,   39493, 2008.1257,   -99.99,   -99.99,     381.21,   381.67,     381.21,   381.67
2008, 03,   39522, 2008.2049,   381.71,   382.01,     381.53,   381.83,     381.71,   382.01
2008, 04,   39553, 2008.2896,   381.08,   381.35,     381.73,   382.00,     381.08,   381.35
2008, 05,   39583, 2008.3716,   -99.99,   -99.99,     382.05,   382.16,     382.05,   382.16
2008, 06,   39614, 2008.4563,   -99.99,   -99.99,     382.57,   382.33,     382.57,   382.33
2008, 07,   39644, 2008.5383,   382.94,   382.46,     382.98,   382.50,     382.94,   382.46
2008, 08,   39675, 2008.6230,   -99.99,   -99.99,     383.31,   382.67,     383.31,   382.67
2008, 09,   39706, 2008.7077,   383.31,   382.86,     383.28,   382.84,     383.31,   382.86
2008, 10,   39736, 2008.7896,   -99.99,   -99.99,     383.01,   382.98,     383.01,   382.98
2008, 11,   39767, 2008.8743,   -99.99,   -99.99,     382.94,   383.13,     382.94,   383.13
2008, 12,   39797, 2008.9563,   -99.99,   -99.99,     383.28,   383.27,     383.28,   383.27
2009, 01,   39828, 2009.0411,   383.07,   383.37,     383.11,   383.41,     383.07,   383.37
2009, 02,   39859, 2009.1260,   -99.99,   -99.99,     382.79,   383.53,     382.79,   383.53
2009, 03,   39887, 2009.2027,   383.95,   384.39,     383.19,   383.63,     383.95,   384.39
2009, 04,   39918, 2009.2877,   384.34,   384.41,     383.66,   383.73,     384.34,   384.41
2009, 05,   39948, 2009.3699,   383.70,   383.78,     383.73,   383.82,     383.70,   383.78
2009, 06,   39979, 2009.4548,   -99.99,   -99.99,     384.06,   383.90,     384.06,   383.90
2009, 07,   40009, 2009.5370,   -99.99,   -99.99,     384.46,   383.97,     384.46,   383.97
2009, 08,   40040, 2009.6219,   384.54,   383.94,     384.66,   384.06,     384.54,   383.94
2009, 09,   40071, 2009.7068,   384.29,   383.78,     384.66,   384.15,     384.29,   383.78
2009, 10,   40101, 2009.7890,   383.55,   383.51,     384.30,   384.26,     383.55,   383.51
2009, 11,   40132, 2009.8740,   -99.99,   -99.99,     384.19,   384.39,     384.19,   384.39
2009, 12,   40162, 2009.9562,   384.04,   384.03,     384.55,   384.54,     384.04,   384.03
2010, 01,   40193, 2010.0411,   -99.99,   -99.99,     384.40,   384.71,     384.40,   384.71
2010, 02,   40224, 2010.1260,   384.86,   385.63,     384.12,   384.90,     384.86,   385.63
2010, 03,   40252, 2010.2027,   -99.99,   -99.99,     384.62,   385.08,     384.62,   385.08
2010, 04,   40283, 2010.2877,   384.83,   384.90,     385.21,   385.29,     384.83,   384.90
2010, 05,   40313, 2010.3699,   -99.99,   -99.99,     385.41,   385.50,     385.41,   385.50
2010, 06,   40344, 2010.4548,   385.50,   385.33,     385.91,   385.74,     385.50,   385.33
2010, 07,   40374, 2010.5370,   386.30,   385.79,     386.47,   385.97,     386.30,   385.79
2010, 08,   40405, 2010.6219,   387.04,   386.42,     386.83,   386.20,     387.04,   386.42
2010, 09,   40436, 2010.7068,   -99.99,   -99.99,     386.96,   386.43,     386.96,   386.43
2010, 10,   40466, 2010.7890,   387.00,   386.95,     386.68,   386.64,     387.00,   386.95
2010, 11,   40497, 2010.8740,   -99.99,   -99.99,     386.63,   386.85,     386.63,   386.85
2010, 12,   40527, 2010.9562,   387.53,   387.52,     387.04,   387.03,     387.53,   387.52
2011, 01,   40558, 2011.0411,   386.95,   387.28,     386.87,   387.19,     386.95,   387.28
2011, 02,   40589, 2011.1260,   -99.99,   -99.99,     386.54,   387.34,     386.54,   387.34
2011, 03,   40617, 2011.2027,   386.23,   386.70,     386.99,   387.47,     386.23,   386.70
2011, 04,   40648, 2011.2877,   388.35,   388.42,     387.52,   387.59,     388.35,   388.42
2011, 05,   40678, 2011.3699,   -99.99,   -99.99,     387.62,   387.71,     387.62,   387.71
2011, 06,   40709, 2011.4548,   -99.99,   -99.99,     388.00,   387.82,     388.00,   387.82
2011, 07,   40739, 2011.5370,   388.22,   387.69,     388.45,   387.93,     388.22,   387.69
2011, 08,   40770, 2011.6219,   -99.99,   -99.99,     388.68,   388.04,     388.68,   388.04
2011, 09,   40801, 2011.7068,   389.27,   388.73,     388.69,   388.15,     389.27,   388.73
2011, 10,   40831, 2011.7890,   387.82,   387.78,     388.30,   388.26,     387.82,   387.78
2011, 11,   40862, 2011.8740,   -99.99,   -99.99,     388.17,   388.39,     388.17,   388.39
2011, 12,   40892, 2011.9562,   -99.99,   -99.99,     388.54,   388.53,     388.54,   388.53
2012, 01,   40923, 2012.0410,   388.27,   388.61,     388.35,   388.68,     388.27,   388.61
2012, 02,   40954, 2012.1257,   387.93,   388.76,     388.03,   388.86,     387.93,   388.76
2012, 03,   40983, 2012.2049,   388.32,   388.79,     388.57,   389.04,     388.32,   388.79
2012, 04,   41014, 2012.2896,   388.29,   388.37,     389.19,   389.26,     388.29,   388.37
2012, 05,   41044, 2012.3716,   389.04,   389.14,     389.40,   389.49,     389.04,   389.14
2012, 06,   41075, 2012.4563,   390.39,   390.20,     389.94,   389.75,     390.39,   390.20
2012, 07,   41105, 2012.5383,   -99.99,   -99.99,     390.55,   390.00,     390.55,   390.00
2012, 08,   41136, 2012.6230,   390.61,   389.94,     390.95,   390.28,     390.61,   389.94
2012, 09,   41167, 2012.7077,   391.38,   390.82,     391.12,   390.56,     391.38,   390.82
2012, 10,   41197, 2012.7896,   -99.99,   -99.99,     390.87,   390.83,     390.87,   390.83
2012, 11,   41228, 2012.8743,   -99.99,   -99.99,     390.88,   391.11,     390.88,   391.11
2012, 12,   41258, 2012.9563,   391.38,   391.37,     391.38,   391.37,     391.38,   391.37
2013, 01,   41289, 2013.0411,   391.50,   391.85,     391.29,   391.64,     391.50,   391.85
2013, 02,   41320, 2013.1260,   390.88,   391.74,     391.04,   391.90,     390.88,   391.74
2013, 03,   41348, 2013.2027,   391.80,   392.30,     391.61,   392.12,     391.80,   392.30
2013, 04,   41379, 2013.2877,   -99.99,   -99.99,     392.27,   392.35,     392.27,   392.35
2013, 05,   41409, 2013.3699,   392.60,   392.70,     392.46,   392.56,     392.60,   392.70
2013, 06,   41440, 2013.4548,   392.93,   392.74,     392.95,   392.76,     392.93,   392.74
2013, 07,   41470, 2013.5370,   -99.99,   -99.99,     393.51,   392.95,     393.51,   392.95
2013, 08,   41501, 2013.6219,   -99.99,   -99.99,     393.82,   393.12,     393.82,   393.12
2013, 09,   41532, 2013.7068,   393.90,   393.32,     393.87,   393.29,     393.90,   393.32
2013, 10,   41562, 2013.7890,   -99.99,   -99.99,     393.49,   393.44,     393.49,   393.44
2013, 11,   41593, 2013.8740,   -99.99,   -99.99,     393.36,   393.59,     393.36,   393.59
2013, 12,   41623, 2013.9562,   -99.99,   -99.99,     393.74,   393.72,     393.74,   393.72
2014, 01,   41654, 2014.0411,   393.22,   393.58,     393.50,   393.86,     393.22,   393.58
2014, 02,   41685, 2014.1260,   393.01,   393.90,     393.10,   393.99,     393.01,   393.90
2014, 03,   41713, 2014.2027,   393.82,   394.34,     393.58,   394.10,     393.82,   394.34
2014, 04,   41744, 2014.2877,   394.47,   394.56,     394.14,   394.22,     394.47,   394.56
2014, 05,   41774, 2014.3699,   -99.99,   -99.99,     394.24,   394.34,     394.24,   394.34
2014, 06,   41805, 2014.4548,   -99.99,   -99.99,     394.65,   394.46,     394.65,   394.46
2014, 07,   41835, 2014.5370,   -99.99,   -99.99,     395.16,   394.58,     395.16,   394.58
2014, 08,   41866, 2014.6219,   394.32,   393.60,     395.43,   394.71,     394.32,   393.60
2014, 09,   41897, 2014.7068,   395.67,   395.07,     395.46,   394.86,     395.67,   395.07
2014, 10,   41927, 2014.7890,   -99.99,   -99.99,     395.07,   395.02,     395.07,   395.02
2014, 11,   41958, 2014.8740,   395.00,   395.24,     394.95,   395.19,     395.00,   395.24
2014, 12,   41988, 2014.9562,   395.68,   395.66,     395.39,   395.38,     395.68,   395.66
2015, 01,   42019, 2015.0411,   -99.99,   -99.99,     395.21,   395.58,     395.21,   395.58
2015, 02,   42050, 2015.1260,   394.84,   395.75,     394.88,   395.79,     394.84,   395.75
2015, 03,   42078, 2015.2027,   -99.99,   -99.99,     395.46,   395.99,     395.46,   395.99
2015, 04,   42109, 2015.2877,   -99.99,   -99.99,     396.15,   396.24,     396.15,   396.24
2015, 05,   42139, 2015.3699,   -99.99,   -99.99,     396.38,   396.49,     396.38,   396.49
2015, 06,   42170, 2015.4548,   395.84,   395.64,     396.96,   396.76,     395.84,   395.64
2015, 07,   42200, 2015.5370,   397.85,   397.25,     397.64,   397.04,     397.85,   397.25
2015, 08,   42231, 2015.6219,   -99.99,   -99.99,     398.08,   397.35,     398.08,   397.35
2015, 09,   42262, 2015.7068,   -99.99,   -99.99,     398.28,   397.66,     398.28,   397.66
2015, 10,   42292, 2015.7890,   397.75,   397.70,     398.02,   397.97,     397.75,   397.70
2015, 11,   42323, 2015.8740,   -99.99,   -99.99,     398.04,   398.29,     398.04,   398.29
2015, 12,   42353, 2015.9562,   398.77,   398.76,     398.61,   398.60,     398.77,   398.76
2016, 01,   42384, 2016.0410,   399.02,   399.40,     398.52,   398.90,     399.02,   399.40
2016, 02,   42415, 2016.1257,   -99.99,   -99.99,     398.25,   399.19,     398.25,   399.19
2016, 03,   42444, 2016.2049,   399.09,   399.62,     398.91,   399.44,     399.09,   399.62
2016, 04,   42475, 2016.2896,   -99.99,   -99.99,     399.61,   399.70,     399.61,   399.70
2016, 05,   42505, 2016.3716,   -99.99,   -99.99,     399.82,   399.93,     399.82,   399.93
2016, 06,   42536, 2016.4563,   400.55,   400.33,     400.36,   400.15,     400.55,   400.33
2016, 07,   42566, 2016.5383,   -99.99,   -99.99,     400.96,   400.34,     400.96,   400.34
2016, 08,   42597, 2016.6230,   401.27,   400.51,     401.28,   400.52,     401.27,   400.51
2016, 09,   42628, 2016.7077,   -99.99,   -99.99,     401.33,   400.69,     401.33,   400.69
2016, 10,   42658, 2016.7896,   401.59,   401.55,     400.89,   400.84,     401.59,   401.55
2016, 11,   42689, 2016.8743,   -99.99,   -99.99,     400.74,   400.99,     400.74,   400.99
2016, 12,   42719, 2016.9563,   -99.99,   -99.99,     401.14,   401.13,     401.14,   401.13
2017, 01,   42750, 2017.0411,   399.62,   400.01,     400.88,   401.27,     399.62,   400.01
2017, 02,   42781, 2017.1260,   400.70,   401.67,     400.44,   401.41,     400.70,   401.67
2017, 03,   42809, 2017.2027,   -99.99,   -99.99,     400.98,   401.55,     400.98,   401.55
2017, 04,   42840, 2017.2877,   -99.99,   -99.99,     401.62,   401.71,     401.62,   401.71
2017, 05,   42870, 2017.3699,   -99.99,   -99.99,     401.76,   401.87,     401.76,   401.87
2017, 06,   42901, 2017.4548,   401.93,   401.71,     402.26,   402.04,     401.93,   401.71
2017, 07,   42931, 2017.5370,   403.53,   402.89,     402.85,   402.22,     403.53,   402.89
2017, 08,   42962, 2017.6219,   403.20,   402.42,     403.18,   402.40,     403.20,   402.42
2017, 09,   42993, 2017.7068,   -99.99,   -99.99,     403.24,   402.59,     403.24,   402.59
2017, 10,   43023, 2017.7890,   -99.99,   -99.99,     402.82,   402.77,     402.82,   402.77
2017, 11,   43054, 2017.8740,   402.74,   403.00,     402.70,   402.96,     402.74,   403.00
2017, 12,   43084, 2017.9562,   -99.99,   -99.99,     403.16,   403.15,     403.16,   403.15
